transliteration,meaning_en,meaning_ar,phnid,hieroglyphs
sbt,libation-jar,إناء إراقة الخمر,16,𓋴𓃀𓏏𓏀
sbt,"wrong, evil",خطأ، شر,16,𓊄𓃀𓏏𓅪𓏥𓊃𓏏𓅪
sbt,"burden, cargo",ثقل، حمولة,16,𓊄𓃀𓏏𓂻𓏛𓏥𓊄𓃀𓏏𓏛𓏥
sbty,enclosure,إحاطة، تطويق,16,𓋴𓃀𓏏𓏭𓈙𓈅𓏤
sbty,rampart,حصن، متراس، سد,16,𓋴𓃀𓏏𓏭𓊅𓊅𓈅𓏤
sbty mnx,a mighty rampart,سور محصن جيدًا,16,𓊅𓈅𓏤𓏠𓈖𓐍𓍊
sbty n wmtt,circumwallation,الإحاطة بسور,16,
sbT,"laugh, together, mirth",يضحك، سويًا، ابتهاج,16,𓋴𓃀𓍿𓄑𓀁𓋴𓃀𓇋𓏏𓎺𓄑𓋴𓃀𓏏𓄑𓀁𓋴𓃀𓍿𓄑𓂉
sbdS,make weak,يُضعف,16,
sp,"medicine, dose, portion of food",دواء، جرعة، حصة من الطعام,16,𓊃𓊪𓊗
sp,in the construction (n-sp) = never,في التركيب = (n-sp) أبدًا,16,𓊃𓊪𓊗
sp,"misdeed, fault",إثم، خطأ,16,𓊃𓊪𓊗𓅪
sp,"time, matter, affair, case, occasion, chance, mishap, venture, success, condition",وقت، موضوع، قضية، حالة، مناسبة، فرصة، حادث، مغامرة، نجاح,16,𓊃𓊪𓊗
sp-2,twice,مرتين,16,𓊗𓏮
spA,centipede,حريش (أم أربعة وأربعين),16,𓊃𓊪𓅮𓄿𓆨
spAw,birds made to fly (flushed from cover (?)),طيور دفعت للطيران (اخرجت من مخبأها),16,𓋴𓅯𓄿𓍢𓅭𓏥
spAt,"district, nome",مقاطعة، إقليم,16,𓋴𓊪𓅮𓈈𓏏𓏤𓋴𓊪𓏏𓈈𓈈𓏏𓏤𓐖𓏏𓏤
spAtyw,nomesmen,رجال المقاطعة أو الإقليم,16,𓈈𓏏𓏤𓀀𓏥
spi,verb 3rd infinitive: remain over,فعل ثلاثي مصدر: البقاء على,16,𓊃𓊪𓊗𓊃𓊪𓊗𓏛
spyt,remnants,بقايا، مخلفات,16,𓊃𓊪𓊗𓇌𓏏𓏥𓊃𓊪𓏏𓂂
spw,"fragment, bundles of wood",شظايا، حزم خشب,16,𓊃𓊪𓍢𓈒𓏥𓊃𓊪𓏭𓂂𓈖𓆱
spna,"causative verb: overturn, renew (skin)",انقلاب المركب,16,𓋴𓊪𓈖𓂝𓊛
spr,"appeal to, petition (someone), make petition",يتوسل إلى، يستغيث بـ,16,𓄭𓂋𓀁𓋴𓊪𓂋𓄭𓀁
spr,"arrive, reach (someone)",يصل، يصل إلى,16,𓄭𓂋𓂻𓄭𓂻𓊃𓊪𓂋𓄭𓂻
spri,"make to miss (of missiles), expel (rebel)",جعله يخفق في إصابة الهدف، طرد (متمردين),16,𓊃𓉐𓂋𓂻𓊃𓉐𓂋𓏛
sprw,petition,توسل,16,𓄭𓂋𓅱𓀁𓀀𓄭𓂋𓅱𓀀𓄭𓂋𓇌𓀁𓀀𓋴𓊪𓂋𓅱𓄭𓀁𓀀
sprw,petition,توسل,16,𓄭𓂋𓅱𓀁𓏛𓏪
sprt,petition,توسل,16,𓄭𓂋𓏏𓀁𓋴𓊪𓂋𓏏𓄭𓀁
sprty,petitioner,متوسل,16,𓄭𓂋𓏏𓏭𓀀𓋴𓊪𓂋𓏏𓄭𓍘𓇋
spH,causative verb: attain,يحقق، ينال,16,𓋴𓊪𓎛𓄖
spH,lasso,صيد الحيوانات بحبل,16,𓋴𓊪𓎛𓍢
spHt,ribs of beef,ضلوع من لحم البقر,16,𓋴𓊪𓎛𓏏𓄬
spXr,"register, copy",يسجل، ينسخ,16,𓋴𓄲𓂋𓏛𓄸
spXr,"causative verb: cause to circulate, brandish (weapons)",يتسبب في نشر، يلوح مهددًا (سلاح),16,𓋴𓄲𓂋𓂻𓋴𓄲𓂋𓏛
sps,be tousled,أشعث,16,
spt,ritual (?) object,غرض طقسي,16,
spt,shore,شاطئ,16,𓊃𓊪𓏏𓂎𓈅𓏤
spt,"gunwale (?), edge (of horizon)",الحافة العليا من المركب، حافة (الأفق),16,𓊃𓊪𓏏𓈄
spt,lip,شفَّة,16,𓋴𓊪𓏏𓂎
spt,threshing-floor,دراسة المحاصيل الزراعية على الأرض,16,𓊃𓊪𓏏𓊗
spty,dual lips of vagina,شفتي المهبل,16,𓂏𓏏𓏭
spd,"sharp, effective, skilled, display skill, supply (food), restore to order",حاد، مؤثر، ماهر، يظهر مهارة، يزود (بالطعام),16,𓋴𓊪𓂧𓇮𓇮𓏛
spdw,name of divine: sopd,اسم إله: سوبد,16,𓇮𓅱𓅏𓋴𓇮𓂧𓈋𓅱𓀭
spdt,triangle,مثلث,16,𓋴𓊪𓂧𓏏𓇮
spdt,(star) sirius = goddess sothis,(نجم) الشُعرى اليمانية = الإلهة سوبدت,16,𓇮𓏏𓏴𓇮𓏏𓁐𓇮𓊪𓂧𓏏𓇼𓁐
spdt,effectiveness,فاعلية، تأثير,16,𓇮𓏏𓏛
spdd,supply,يزود، يمد,16,𓋴𓊪𓂧𓂧𓇮𓏛𓋴𓊪𓂧𓂧𓏝
sf,"be mild, merciful, mercy, gentleness",يكون رحيم، رحمة، رقة,16,𓊃𓆑𓂉𓀁𓋴𓆑𓂉
sf,mix,يخلط,16,𓋴𓆑𓂡
sf,yesterday,أمس,16,𓋴𓆑𓇳𓋵𓇳
sf,"cut up, cut off",يقطع,16,
sfA,be sluggish,كسول,16,𓊃𓆑𓄿𓅭𓀁
sfA,hatred,كراهية,16,𓊃𓆑𓄿𓅪
sfAt,sluggishness,كسل، بطء,16,𓋴𓆑𓄿𓏏𓅯𓅪
sfAt,hatred,كراهية,16,𓋴𓆑𓄿𓏏𓅪
sfw,the gentleman,إنسان مهذب,16,𓋴𓆑𓅱𓂉𓀁
sfw,muddle,فوضى,16,𓋴𓆑𓅱𓏛
sfn,causative verb: afflict,يبتلي,16,𓋴𓆑𓈖𓅪𓋴𓆑𓈖𓂉𓅪
sfn,"be kindly, merciful",رقيق، رحيم,16,𓋴𓆑𓈖𓂉𓀁𓋴𓆑𓈖𓏛𓋴𓆑𓈖𓍢
sfnA,be drowsy,نعسان,16,𓋴𓆑𓈖𓄿𓅯𓁹
sfx,"causative verb: lose, loosen, release, purify, remove (evil), lay aside (garment), part (fighting animals), offer (to god), intransitive verb: let go",يفقد، يتسبب في فقدان، يطلق سراح (شر)، يطرح جانبًا (ثوب)، يُفرق (حيوانات متقاتلة)، يقدم (لإله)، يترك,16,𓋴𓆑𓐍𓍼𓂻𓋴𓆑𓐍𓍼𓏛𓋴𓆑𓐍𓋳𓋴𓆑𓐍𓏝
sfxy,fortress,حصن، قلعة,16,𓋴𓆑𓐍𓇌𓍼𓉐
sfxw,seven,سبعة,16,𓊃𓆑𓐍𓅱𓏤
sfxw,excretion,إفراز,16,𓋴𓆑𓐍𓍢𓐎
sfxw,offerings,قرابين,16,𓋴𓆑𓐍𓅱𓍼𓏥𓋴𓆑𓐍𓍼𓏥
sfsf,break (knives),يقطع (سكين),16,𓋴𓆑𓋴𓆑𓏴𓀜
sft,oil,زيت,16,𓋴𓆑𓍿𓎯𓋴𓆑𓏏𓏊
sft,sacrifice,ذبيحة، أضحية,16,
sft,clemency,رأفة,16,𓋴𓆑𓏏𓂉𓀁
sft,knife,سكين,16,
sftw,butcher,جزار,16,𓋴𓆑𓏏𓅱𓂝𓀀
sfT,"slaughter (animals), make sacrifice",ذبح (حيوانات)، يصنع قرابين,16,𓊃𓆑𓏏𓀜
sm,"verb: help, succor, noun: deed, event, affair, pastime",يساعد، يعون، يغيث، عمل، حدث، قضية، تسلية,16,𓋴𓇐𓅓𓏛𓋴𓇧𓅓𓏛𓋴𓅓𓀁𓋴𓇐𓅓𓏭𓀁𓋴𓇏𓅓𓏛𓋴𓇐
sm,a priest,كاهن,16,𓋴𓅓𓀀
smA,priest (who clothed the god),كاهن (الذي يكسي الإله),16,𓄥𓄿
smA,"scalp, side",فروة الرأس، طرف، جانب,16,𓋴𓌳𓁸𓄥𓄿𓁸
smA,wild bull,ثور بري,16,𓋴𓌳𓃒𓋴𓌳𓄿𓅓𓃒
smA,"kill, destroy (illness)",يقتل، يدمر,16,𓋴𓌳𓄿𓂡𓂝𓊃𓌳𓅓𓌰𓋴𓌳𓄿𓅓𓂝𓋴𓌳𓌎𓂡
smA,ramp,طريق منحدر,16,𓋴𓌳𓄿𓄥𓈇
smA,"unite, join (company), associate, arrive, partake, make ready (a boot)",يوحد، يضم (مجموعة)، يتحد، يصل، يشارك، تحضير (قارب),16,𓄥𓄿𓏛𓊃𓌳𓄥𓄥𓏛𓋴𓌳𓄿𓅓𓄥𓂝
smA-tA,be interred,مدفون,16,𓄥𓄿𓏛𓇾𓂡
smA-tA,bring to land,يحضر للأرض,16,𓄥𓄿𓏛𓇾𓎱𓄥𓄿𓏛𓇾𓊛
smA-tA,"unite the land, interment",يوحد الأرض، يدفن,16,𓄥𓄿𓏛𓇾
smA-tA-n-rA-wAt,riverside path,مسار ضفة النهر,16,
smAy,"companion, confederate",رفيق، شريك,16,𓄥𓏛𓀀𓄥𓇌
smAyt,"association, confederacy",جماعة، اتحاد,16,𓄥𓄿𓇌𓏏𓀜𓀀𓏥𓄥𓇌𓏏𓀀𓏪𓄥𓅱𓏏𓀭𓏥
smAyt,(royal) consort,رفيقة (ملكية),16,𓄥𓄿𓇌𓏏𓄥𓇌𓏏
smAa,"put in order, correct, present, survey (?) (region)",يضع في ترتيب، يصحح، يعرض، يمسح (؟) (منطقة),16,𓋴𓌷𓂝𓏛𓋴𓌷𓂝𓂻𓊃𓐙𓂝
smAa-xrw,justify (the dead),مُبرأ (المتوفي)، صادق الصوت,16,𓋴𓌳𓐙𓂝𓊤𓀁𓋴𓐙𓂝𓏛𓊤
smAw,branches (of tree),فروع (شجر),16,𓄥𓄿𓅱𓆱𓏥
smAw,lungs,الرئتين,16,𓊃𓌳𓄥𓅱𓄹𓄹𓄹𓄥𓄥𓄥𓄥𓄿𓄹
smAwy,"renovate, renew",يرمم، يجدد,16,𓋴𓌳𓄿𓅱𓏭𓏛𓊃𓌴𓄿𓅱𓋴𓌴𓁹𓄿𓅱𓋴𓌳𓏮𓅱𓏛
smAr,"Afflict, harm",يَضُر، يَبتَلي,16,𓋴𓌴𓁹𓄿𓂋𓌗𓅨
smAt,union,توحيد، اتحاد,16,𓄥𓏏𓏛𓊃𓌳𓏏𓄥
smAt-a,an offering,قربان,16,𓄥𓏏𓂝𓏤𓂂
smAt-aAt,a textile fabric,نسيج القماش,16,𓄥𓏏𓉻𓏏
smi,curds,يتخثر,16,𓋴𓏇𓇋𓏌𓏥
smi,chastise,يعاقب,16,𓋴𓏇𓇋𓊤𓀜
smi,whip,سوط,16,𓋴𓏇𓇋𓄛𓏤
smi,"Report (vb.), Report (n.), Acknowledgement",يُبلِغ، تقرير، اقرار,16,𓋴𓏇𓇋𓀁𓋴𓏇
smit,"charge, accusation",تهمة، اتهام,16,𓋴𓏇𓇋𓏏𓀁
smyt,"desert, necropolis",صحراء، جبانة,16,𓊃𓏏𓈉𓊃𓅓𓇌𓏏𓈉𓊃𓅓𓏏𓈉𓐖𓏏𓈉𓋴𓏏𓅓𓐖𓏏𓈅𓏤𓈉𓈉
smyty,necropolis worker,عامل جبانة,16,𓊃𓏏𓈉𓀀𓏤
smytyw,owner of a desert tomb,مالك مقبرة في الصحراء,16,𓊃𓅓𓏏𓈉𓏥
sma,sounding-pole,قضيب يستخدم لقياس عمق الماء,16,𓋴𓅓𓂝𓆱
smar,"make fortunate, cleanse",يجعله سعيد، يطهر,16,𓋴𓅓𓂝𓂋𓂡𓋴𓅓𓂝𓂋𓏯𓏛
smw,"pastures, plants, herbage, vegetables, herb",مرعي، نباتات، كلأ، عشب، خضراوات,16,𓋴𓅓𓅱𓆰𓏥𓇐𓅓𓆰𓋴𓇐𓐝𓆰𓋴𓇐𓏮𓆰𓋴𓇏𓅓𓆰𓏥𓋴𓅓𓆰𓏤𓏥𓋴𓇐𓏥
smwn,"non-enclitic particle: probably, surely",أداة غير اسنادية: على الأرجح، بالتأكيد,16,𓋴𓅓𓃹𓈖𓀁
smn,goose,إوزة,16,𓋴𓏠𓈖𓅭
smn,"causative verb: retire, withdraw",ينسحب، يتراجع، يتقهقر,16,𓋴𓏠𓈖𓂻
smn,"mainstay (of land), confirmation (of land-holding)",عمود، دعامة تثبت في الأرض، إثبات، تأكيد (على ملكية أرض ما),16,𓋴𓏠𓈖𓏛
smn,"causative verb: make firm, establish, make to endure, perpetuate (name), fasten, make fast, set in place (parts of body), set up (stela, inscription), confirm (office, favours), affix (adornments), make to stay, set aside, leave to stand (of medicaments), take station",يؤسس، يُثبت، يجعل (شيء) باقي، يُخلد (اسم)، يُثبت، يضع في مكان (أجزاء من الجسم)، يقيم (لوحة أو نقش)، يُلصق (الزينة)، يجعلــ(ـه) يبقى، يضع جانبًا,16,𓋴𓏠𓈖𓏛𓋴𓏠𓈖𓍖𓂝
smnw,"supports (of sky), rungs (of ladder)",درجات سلم، دعامات تساعدك في الصعود لأعلى,16,𓋴𓏠𓈖𓏌𓍖𓏥𓋴𓏠𓈖𓆱𓆱𓆱
smnmn,causative verb: shift (boundary),غيَّر، نقل (الحدود),16,𓊃𓏠𓈖𓏠𓈖𓂻
smnx,"advance, ennoble (someone), make distinguished (a name), endow, settle (endowment), confirm (in writing), embellish (temples), restore (what is damaged), efficiently execute (orders), publish (decree), make effective (words), pull (tight cord), set (affairs) in order",يتقدم، يُبجل (شخص)، يُشهر أو يبجل (اسم)، يمنح، يقرر (منحة)، يؤكد (في الكتابة)، يٌجمل أو يُزخرف (معابد)، يرمم أو يجدد (ما تضرر)، يٌنفذ بكفاءة (أوامر)، ينشر (مرسوم)، يصنع (عبارات) مؤثرة، يسحب (حبل مشدود)، يرتب (أمور),16,𓋴𓏠𓈖𓐍𓍊𓏛𓋴𓍊𓐍𓋴𓍊𓏛
smntyw,emissaries,مبعوثون، رُسل,16,𓋴𓏠𓈖𓅂𓀦
smr,"friend (of king) (court title), courtier",صديق (الملك) (لقب لرجال البلاط),16,𓋴𓍋𓅓𓂋𓀙𓀀
smr,cause pain,يُؤلم,16,𓋴𓍋𓅓𓂋𓅪
smr waty,the sole companion,الرفيق الوحيد,16,
smrw,friends of the palace (court title),أصدقاء القصر (لقب لأفراد البلاط),16,𓋴𓍋𓀀𓏥𓋴𓍋𓍋𓍋
smHy,canoe,قارب,16,𓊃𓎔𓎛𓏭𓊛𓊃𓎔𓎛𓊛
smHy,"flood (land), drown (enemy), sink (his ship)",يُغمر (الأرض)، يُغرق (الأعداء)، يغرق (مركبه),16,𓋴𓎔𓎛𓈗𓊃𓎔𓎛𓏭𓊛
smx,"forget, ignore",ينسي، يتجاهل,16,𓋴𓅓𓐍𓂜𓋴𓅓𓐍𓈖𓋴𓅓𓐍𓀁
smsy,deliver (woman),أوصل (إمرأة),16,𓋴𓄟𓋴𓇌𓏯𓋴𓄟𓋴𓏯
smsw,"elder, eldest",أكبر، كبير,16,𓋴𓅓𓋴𓅱𓀘𓀘𓋴𓄟𓇓𓅱𓋴𓅓𓋴𓋴𓅓𓋴𓅱𓀀
smsw ist,elder of the palace,شيخ القصر,16,𓋴𓅓𓇓𓅱𓇩𓏏𓉐𓀘𓇩𓏏𓉐
smsw-hAit,janitor,حاجب,16,𓀙𓉔𓏏𓇿
smt,hear,يسمع,16,𓋴𓂸𓏏𓄔𓋴𓅓𓂸𓏏𓄔
smt,hammock,سرير مصنوع من قماش أو شبكة من الحبال ويعلق بحبلين من طرفيه فيكون في شكل أرجوحة، يستخدم في السفن أو الحدائق,16,𓋴𓅓𓏏𓋳
smtmt,eavesdrop,يسترق السمع,16,𓊃𓂸𓏏𓂸𓏏𓄔
smtr,"bear witness to (truth), examine, make inquiry",يظهر شهادة (الحق)، يختبر، يحقق,16,𓋴𓂸𓏏𓂋𓌙𓌙𓀁𓋴𓂸𓏏𓇌𓏏𓌙𓌙𓋴𓂸𓏏𓌙𓌙𓏛
smdt,"subjects, subordinates",مرؤوسين، تابعين,16,𓋴𓅓𓂧𓏏𓀀𓁐𓏥𓋴𓅓𓂧𓏏𓈅𓀀𓏥𓋴𓅓𓂧𓏏𓏯𓀀𓏪
sS,"pass, spread, spread out, strew",يعبر، ينشر، ينثر,16,𓊃𓈙𓏴𓂻𓊃𓈙𓇳𓊃𓈙𓂻
sS,open,يفتح,16,𓊃𓈙𓉿𓊃𓈙𓏴𓂻𓊃𓈙𓏴𓏛
sn,"smell (perfume), breath (air), kiss",يشم (عطر)، يتنفس (هواء)، يُقبل,16,𓋴𓌢𓈖𓂊𓋴𓈖𓂉𓀁𓌢𓈖𓂉𓂉𓌢𓂉𓌢𓈖𓂉𓋴𓈖𓂉𓏛
sn,brother,أخ,16,𓌢𓈖𓀀
sn,"suffix and dependent pronoun 3rd plural: they, them, their",ضمير شخصي ومتعلق شخص ثالث جمع: هم,16,𓋴𓈖𓏥𓋴𓈖𓊃𓈖𓏥𓊃𓈖𓋴𓏪𓊃𓏥
sn,reveal,يكشف,16,𓊃𓈖𓈀𓏛
sn,open,يفتح,16,𓊃𓈖𓈙𓉿𓊃𓈖𓈀𓊃𓈖𓈙𓂡𓊃𓈙𓈖𓏴𓂻𓊃𓈖𓈙𓉿𓂡
sn tA,kiss the earth (render homage),يُقَبِّل الأرض (تقديم الولاء والإجلال),16,
sni,"cut off (heads), sever (necks)",يقطع (رؤوس أو رقاب),16,
sni,"be like, copy, imitate, conform",يماثل، ينسخ، يحاكي، يطابق,16,𓊃𓈖𓏕𓋴𓈖𓏕𓏛
sni,"pass, pass by, surpass, transgress",يعبر، يمر على، يتجاوز,16,𓊃𓈖𓈀𓂻𓊃𓈖𓂻𓊃𓈖𓏴𓂻𓊃𓈖𓏕
sniH,angler,صياد بالصنارة,16,𓌢𓈖𓏌𓇋𓎛𓋴𓈖𓂝𓎛𓅱
sny,"dual pronoun: they two, them two",ضمير مثنى: هما,16,𓋴𓈖𓏭
sny-mnt,"distress, calamity",محنة، مصيبة,16,
sny mnt,"distress, calamity",محنة، كارثة,16,
snyt,plural (flagstaff),ساريات أعلام,16,𓌢𓇌𓏏𓆱𓏥𓌢𓌢𓌢𓌢𓈖𓏌𓅱𓏏𓆱𓏥
snaa,"make smooth, polish",يٌنعِّم، يصقل، يلمع، يطلي,16,𓋴𓈖𓂝𓂝𓏞𓏛𓋴𓌢𓂝𓂝𓏞𓏛
snw,poverty,فقر,16,𓋴𓈖𓏌𓅪
snw,jar,آنية,16,
snw,wine of pelusium,نبيذ بيلوزيوم (الفرما حاليًا),16,𓋴𓏌𓎺
snw,offerings,قرابين,16,𓊃𓈖𓏌𓅱𓈀𓏥𓊃𓈖𓏌𓂉𓈀𓌢𓏌𓈀𓏥𓋴𓌢𓈖𓏌𓂉𓈀
snw,"companion, fellow, equal, counterpart, (dual) contestants (in court of law)",رفيق، زميل، مساوي، نظير، (مثنى) متنافسان (في قاعة المحكمة),16,𓌢𓈖𓏌𓅱𓀀𓏮𓏮𓏌𓏛𓌢𓈖𓏌𓍢𓀀𓀀𓌢𓈖𓏌𓏮
snw,number: two,رقم: اثنين,16,𓌢𓏌𓏮𓌢𓈖𓏌𓍢𓏮
snwr,make to tremble,يهز، يرعش,16,𓋴𓈖𓍇𓏌𓅱𓂋𓆛𓋴𓈖𓍇𓏌𓅱𓂋𓅭
snwH,impassion,يثير الغرائز، يثير العواطف,16,𓋴𓍇𓏌𓎛𓈞𓂸
snwx,boil,يغلي,16,𓋴𓈖𓍇𓏌𓅱𓐍𓊮
snwt,shrine (often dual),مقصورة,16,𓌢𓌢𓌢𓈖𓏏𓉐𓌢𓌢𓌢𓈖𓏏𓉸𓌢𓌢𓌢𓈖𓏏𓉭𓉯
snwt,brethren,إخوة,16,𓌢𓈖𓏌𓅱𓏏𓀀𓁐𓏥
snwt(y),(dual) female companions,رفيقتان,16,𓌢𓈖𓏌𓏏𓏮
snwtt,bindweed,لبلاب,16,𓋴𓈖𓍇𓏌𓅱𓏏𓏏𓆰
snwd,thrust aside,يتوجه إلى,16,𓋴𓈖𓍇𓏌𓅱𓂧𓂻
snb,banish (?) (sleep),يطرد (؟) (النوم),16,𓋴𓈖𓃀𓆃𓏛𓋴𓈖𓃀𓏛
snb,"adjective: healthy, intransitive verb: be healthy, well, become well, recover, transitive verb: heal, noun: health",صحي، يكون بصحة جيد، يتعافى، يشفي، صحة,16,𓋴𓈖𓃀𓏛
snb,"overstep (boundary), overthrow (land mark)",يتجاوز، يخترق (حدود)، يهدم (علامة أرضية),16,𓊃𓈖𓃀𓀨𓊃𓈖𓂻𓊅𓂻
snb mryt,the coast is clear,الشاطىء خالي,16,
snbb,exchange greetings,يتبادل التحية,16,𓋴𓈖𓃀𓃀𓏛
snbt,jar,آنية,16,𓊃𓈖𓃀𓏏𓎿𓊃𓈖𓃀𓏏𓏁𓋴𓈖𓃀𓎿
snbt,rampart,حصن، متراس,16,𓊃𓈖𓃀𓏏𓊈𓊃𓈖𓃀𓏏𓈇𓊅
snf,"causative verb: make to breath, succor, unload (ships), empty out (content)",يجعل (شخص) يتنفس، يغيث، يفرغ حمولة (سفينة)، يُفرغ (محتويات),16,𓋴𓈖𓆑𓊡𓋴𓈖𓆑𓊡𓀜𓊃𓈖𓆑𓏭𓊡
snf,last year,العام الماضي,16,𓆳𓆳𓆑𓇳
snfw,blood,دم,16,𓊃𓈖𓆑𓂐𓏥𓊃𓈖𓆑𓅱𓂐
snfr,"causative verb: make beautiful, embellish, restore (what is defective), carry out (business)",يُجمل، يستعيد (شيء معيب)، يجهز (عمل),16,𓋴𓄤𓆑𓂋𓏛𓋴𓄤
snfxfx,"causative verb: loosen, release",يرخي، يطلق سراح,16,𓊃𓈖𓆑𓐍𓆑𓐍𓍼𓂻
snm,"pray, beg, supplicate (someone), prayer",يتضرع، يتوسل، تضرع (شخص)، صلاة,16,𓊃𓈖𓌰𓅓𓏛𓊃𓈖𓌰𓅓𓅯𓀁𓊃𓈖𓌰𓅓𓀢𓏛
snm,be sad,حزين,16,𓊃𓈖𓌰𓅓𓅯𓅪
snm,greed,جشع,16,𓊃𓈖𓌰𓅓𓂉𓀁𓊃𓈖𓌰𓅓𓅯𓀁
snm,"feed (someone), consume (food), supply (necessities)",يطعم (شخص)، يستهلك (طعام)، يزود (بالضروريات),16,𓊃𓈖𓌰𓅓𓅯𓀁𓊃𓈖𓌰𓅓𓅻𓊃𓌰𓅓𓀁𓊃𓌰𓅓𓅠𓏛
snmyt,a rank weed,نوع من الأعشاب الضارة,16,
snmw,squalls (of rain),عواصف (مطر),16,
snmw,food-supply,تموين,16,𓊃𓈖𓌰𓅓𓅠𓈀𓈓𓊃𓈖𓌰𓅓𓅯𓏛
snmH,"pray, make supplication",يصلي، يتضرع، يتضرع,16,𓊃𓈖𓌰𓅓𓀔𓀁𓊃𓈖𓌰𓅓𓎛𓀞𓏪𓊃𓈖𓌰𓅓𓎛𓀢𓏛
snn,copy (of document),نسخة (من وثائق),16,𓋴𓇒𓈖𓈖𓍼𓊃𓈖𓈖𓍼𓏤
snn,"likeness, image, figure",مماثل، صورة، شكل,16,𓋴𓇒𓈖𓈖𓀾𓊃𓇒𓀾
snny,chariot-soldier,جندي على العجلة الحربية,16,𓊃𓈖𓈖𓏭𓂡𓀀𓊃𓈖𓈖𓏕
snnw,"suffer, be distressed",يعاني، محزون، مكروب,16,𓊃𓈖𓈖𓇋𓅪𓊃𓈖𓈖𓇋𓅱𓂢𓅪
snnw,ordinal number: second,رقم ترتيبي: الثاني,16,𓏮𓏌
snnt,likeness,مماثل,16,𓋴𓇒𓈖𓈖𓏏
snr,terrify,يروع,16,𓋴𓈖𓆂𓂋𓏛
snr,take care of,يعتني بـ,16,𓊃𓈖𓂋𓆂
snhAt,"shelter, refuge",مأوى، ملجأ، ملاذ,16,𓋴𓈖𓉔𓄿𓏏𓉐
snhy,"register, record, muster (troops), drive (?) (birds in fowling)",يسجل، يحشد (قوات)، يقود,16,𓊃𓈖𓉔𓇌𓀁𓊃𓈖𓉔𓏭𓂻𓋴𓈖𓉔𓀁
snhp,set in motion,يطلق العنان,16,𓋴𓈖𓉔𓊪𓂻
snhp,rise early,يشرق مبكرًا,16,𓋴𓈖𓉔𓊪𓇳
snhs,awaken,يوقظ,16,𓊃𓈖𓉔𓋴𓍟𓁺
snH,"bind, entwine",يحزم، يربط، يجدل,16,𓋴𓈖𓎛𓍢𓋴𓈖𓎛𓍢𓂡
snHA,frustrate,يبطل، يحبط,16,𓊃𓈖𓇉𓄿𓐎
snHm,prevent (movement),يمنع (الحركة),16,𓋴𓈖𓈞𓎛𓅓𓀜𓋴𓈖𓈞𓅓𓂻
snHm,locust,جرادة,16,𓊃𓈖𓎛𓅓𓆧𓊃𓈖𓈞𓅓𓆧𓅭𓈖𓈞𓅓𓆧
snxn,control (people),يحكم (الشعب),16,𓋴𓈖𓐍𓈖𓏛
snxn,nurse (child),ترضع (طفل),16,𓀔𓈖𓐍𓈖𓀔
snxx,"rejuvenate oneself, renew (breath)",يُجدد شباب (نفْسه)، يجدد (التنفس),16,𓋴𓈖𓐍𓐍𓀙
snxt,"make strong, strengthen, enrich",يُقوي، يُغني,16,𓋴𓈖𓆱𓐍𓏏𓀜
snxtw,"stiffening, stiffness (of limbs)",تشنج، صلابة (أطراف),16,𓋴𓈖𓆱𓐍𓏏𓅱𓂡𓏥
snXAXA,disturb,يزعج,16,𓋴𓈖𓆞𓄿𓆞𓄿𓀜
snXt,phlegm,بلغم,16,𓊃𓈖𓄡𓏏𓂐
snsy,worship,يعبد,16,𓊃𓈖𓋴𓏭𓀁𓊃𓈖𓋴𓀢
snsw,noun: worship,عبادة,16,𓊃𓈖𓋴𓅱𓀁𓈓𓊃𓈖𓋴𓏮𓅱
snsn,"be brotherly, fraternize, associate, mingle with, be well disposed toward, agree to (action), noun: brotherly affection",يؤاخي، يزامل، يتوافق مع، يتأقلم مع، أخوة، مودة,16,𓌢𓌢𓏛𓋴𓌢𓈖𓋴𓌢𓈖𓂉𓌢𓌢𓈖𓏛𓌢𓈖𓌢𓈖𓏛
snSmSm,sharpen,يشحذ، يجعله حادًا,16,
snq,"suck, suckle, nurse",يمص، يرضع,16,𓋴𓈖𓈎𓂑𓋴𓈖𓈎𓄓𓂑𓋴𓈖𓈎𓏛
snk,"be greedy, greed",يطمع، طمع، جشع,16,𓊃𓈖𓎡𓆊
snk,tongue,لسان,16,𓊃𓈖𓎡𓄓
snk-ib,haughtiness,غطرسة، عجرفة، كبر,16,𓊃𓈖𓎡𓄣𓏤
snkn,"injure, damage",يصيب، يضر,16,𓋴𓈖𓎡𓈖𓂾
snkkw,darkness,ظلام,16,𓋴𓈖𓎡𓎡𓅱𓇰𓋴𓎡𓎡𓅱𓇰
snkt,longing,شوق، حنين,16,𓊃𓈖𓎡𓏏𓆊𓏥
snkt,"darkness, obscurity",ظلام، غموض,16,𓊃𓈖𓎡𓏏𓇳𓋴𓈖𓎡𓏏𓇶
snktkt,gossip,نميمة، نشر إشاعات,16,𓋴𓈖𓎡𓏏𓎡𓏏𓄔𓀁
sngr,name of location: Babylonia,مدينة بابل,16,𓐠𓈖𓎼𓂋𓏤𓈉𓐠𓏤𓈖𓏥𓎼𓂋𓈉𓌢𓎼𓂋𓈉
snt,festival of 6th day of (lunar) month,احتفال اليوم السادس من الشهر (القمري),16,𓏤𓈖𓏏𓎳𓏤𓈖𓏏𓎱𓌢𓈖𓏏𓏐𓏊𓏒𓏥
